GA00071225394	GA00974685019
GA00882719642	GA00989131842
GA00882720152	GA00995704544
GA00882720322	GA00982522943
GA00882721922	
GA00882722252	GA00977515157
GA00882722422	GA00982722411
GA00882724212	GA00992095091
GA00882725332	GA00919565217
GA00882727122	GA00871189862
GA00882727262	
GA00882727602	
GA00882730662	
GA00882733092	GA00917672997
GA00882735532	GA00989095757
GA00882735842	GA00886464312
GA00882737012	
GA00882738752	GA00989163132
GA00882739112	
GA00882740382	GA00989127292
GA00882740692	GA00986942688
GA00882745422	
GA00882747212	
GA00882749762	
GA00882755312	
GA00882755762	
GA00882756122	
GA00882757552	GA00968323865
GA00882757692	GA00943465606
GA00882759032	GA00958048653
GA00882759342	
GA00882761142	GA00979487266
GA00882764052	
GA00882766152	
GA00882766772	
GA00882768112	
GA00882769372	GA00986756639
GA00882769402	
GA00882770222	GA00933084337
GA00882773442	GA00911161230
GA00882774422	
GA00882774562	GA00946296171
GA00882775062	
GA00882777472	GA00979452705
GA00882778002	GA00869000752
GA00882778282	GA00989005286
GA00882778452	GA00985182493
GA00882779432	GA00979417152
GA00882781682	
GA00882781712	
GA00882781992	
GA00882782662	GA00989134922
GA00882783022	GA00980271412
GA00882784762	
GA00882785432	GA00989244965
GA00882786102	
GA00882788172	
GA00882788202	
GA00882788482	
GA00882788512	GA00984277350
GA00882788652	
GA00882789802	
GA00882790312	GA00993866202
GA00882790452	
GA00882791122	
GA00882791432	GA00937622260
GA00882792862	GA00914348803
GA00882793192	GA00980371379
GA00882793222	
GA00882794032	GA00979319568
GA00882795012	
GA00882795322	GA00984650078
GA00882795772	
GA00882796272	GA00982750407
GA00882796302	
GA00882796612	GA00933542084
GA00882797422	
GA00882797732	GA00988970506
GA00882801012	
GA00882801152	GA00979152329
GA00882801292	
GA00882804062	GA00988263419
GA00882806782	GA00890936342
GA00882806952	GA00982806879
GA00882807762	
GA00882809102	
GA00882811972	GA00979366256
GA00882813002	
GA00882813762	GA00994901281
GA00882817482	
GA00882818322	GA00977510287
GA00882818632	
GA00882819132	
GA00882819612	
GA00882819752	
GA00882819892	GA00989040340
GA00882820092	
GA00882820912	
GA00882821102	
GA00882821242	GA00979889852
GA00882821412	GA00989217518
GA00882822362	
GA00882832082	
GA00882832392	
GA00882837882	
GA00882841952	GA00989223941
GA00882844382	GA00988394424
GA00882847772	
GA00882847802	GA00981595068
GA00882847942	
GA00882849732	
GA00882852032	
GA00882852652	
GA00882855112	GA00985287864
GA00882856542	GA00979496168
GA00882856682	
GA00882856712	
GA00882856852	
GA00882891232	
GA00882891542	
GA00882893952	
GA00882894622	GA00982800161
GA00882896722	
GA00882898342	
GA00882898512	
GA00882898792	
GA00882898822	
GA00882899802	
GA00882902692	GA00979625782
GA00882903532	
GA00882905012	
GA00882908372	GA00991948481
GA00882910822	GA00989186280
GA00882911322	
GA00882911462	
GA00882912272	
GA00882912892	
GA00882915522	GA00971193395
GA00882918092	
GA00882923932	GA00980380785
GA00882925072	
GA00882926222	
GA00882930912	
GA00882932222	GA00991508155
GA00882935752	
GA00882937402	
GA00882939472	
GA00882943682	
GA00882943992	
GA00882944042	GA00886530862
GA00882947572	GA00989240536
GA00882947602	GA00932608103
GA00882948862	
GA00882949052	GA00984243499
GA00882949842	
GA00882951812	
GA00882952002	GA00990648557
GA00882957292	
GA00882958612	GA00982958598
GA00882963632	GA00989024000
GA00882972992	
GA00882973042	
GA00882973522	GA00989143484
GA00882973972	GA00981952324
GA00882978532	
GA00882982912	
GA00882983692	
GA00882984532	
GA00882986012	GA00930823287
GA00882988082	GA00948927241
GA00882988562	
GA00882989852	GA00988340782
GA00882990702	GA00981283538
GA00882991652	
GA00883019792	GA00982954010
GA00883021592	
GA00883022122	
GA00883023722	GA00983023711
GA00883024052	GA00989271733
GA00883024362	
GA00883025172	GA00979943601
GA00883026632	
GA00883028902	GA00989248804
GA00883029372	
GA00883036492	GA00982956250
GA00883037162	
GA00883039882	
GA00883040562	
GA00883040732	GA00968321811
GA00883040872	
GA00883041402	
GA00883046072	
GA00883048032	
GA00883048652	
GA00883049152	
GA00883049292	GA00966710438
GA00883052412	GA00985195234
GA00883052862	
GA00883053052	GA00989112813
GA00883053222	
GA00883054962	GA00888790462
GA00883058542	GA00946333611
GA00883058712	
GA00883059832	GA00982522943
GA00883063902	
GA00883064992	
GA00883067452	
GA00883069102	
GA00883073142	
GA00883073282	
GA00883074262	GA00963825250
GA00883074602	
GA00883075412	GA00979890745
GA00883077482	
GA00883078632	
GA00883079922	
GA00883080122	
GA00883081072	
GA00883081412	
GA00883082052	GA00989191217
GA00883086422	
GA00883088042	
GA00883093712	
GA00883095812	
GA00883098722	GA00988222208
GA00883099842	
GA00883103262	
GA00883108612	GA00974684470
GA00883138732	
GA00883140052	
GA00883140842	
GA00883144562	GA00989228269
GA00883146662	
GA00883148592	GA00950022752
GA00883152212	
GA00883155572	
GA00883156412	GA00958024290
GA00883162862	
GA00883168232	
GA00883168402	
GA00883170822	
GA00883172752	
GA00883173422	
GA00883173732	
GA00883178092	
GA00883178572	
GA00883179102	GA00982225485
GA00883180712	
GA00883181832	
GA00883184572	GA00978629180
GA00883185072	
GA00883186052	
GA00883186702	GA00963820569
GA00883188802	GA00979484038
GA00883188942	
GA00883189132	
GA00883192982	
GA00883194152	
GA00883194462	
GA00883194632	
GA00883195132	
GA00883197372	
GA00883202902	
GA00883204352	
GA00883204492	GA00916447264
GA00883204832	
GA00883205022	
GA00883212312	GA00972405841
GA00883214692	
GA00883217152	
GA00883217632	
GA00883220552	GA00983220487
GA00883221362	
GA00883222342	GA00935700027
GA00883223012	
GA00883224132	GA00989112880
GA00883224272	
GA00883224612	GA00941350348
GA00883226062	GA00976583639
GA00883226712	GA00990704090
GA00883227972	
GA00883228022	GA00981952324
GA00883231902	
GA00883232232	GA00986767916
GA00883236882	GA00914729637
GA00883237382	
GA00883238362	
GA00883239792	GA00979454910
GA00883242092	
GA00883246292	
GA00883246772	GA00871236372
GA00883250052	GA00985780153
GA00883252942	
GA00883253892	GA00989060481
GA00883255062	
GA00883255232	
GA00883255542	GA00979867654
GA00883257782	
GA00883257952	
GA00883258622	
GA00883262492	GA00983268617
GA00883268342	
GA00883298012	GA00952629174
GA00883298292	GA00983298249
GA00883299612	
GA00883299922	
GA00883300572	GA00975977145
GA00883335252	
GA00883337212	
GA00883338782	
GA00883342402	
GA00883342542	
GA00883343042	GA00980387291
GA00883348052	
GA00883348222	
GA00883348982	
GA00883355342	
GA00883355652	
GA00883357752	GA00983355552
GA00883358732	
GA00883361482	
GA00883361652	
GA00883361792	
GA00883363752	
GA00883367162	
GA00883369882	
GA00883370112	GA00989193686
GA00883370252	GA00917911355
GA00883370562	
GA00883371992	GA00989207628
GA00883372522	
GA00883382382	
GA00883385152	GA00952245503
GA00883385772	GA00967607479
GA00883386612	GA00991080961
GA00883390792	
GA00883391322	
GA00883391462	
GA00883393872	
GA00883394062	
GA00883394542	
GA00883397762	GA00992789026
GA00883398092	
GA00883398262	
GA00883398602	GA00989694626
GA00883398742	
GA00883399102	
GA00883400062	GA00983400035
GA00883401492	GA00911178664
GA00883402472	GA00986022996
GA00883402812	
GA00883406532	GA00837543762
GA00883407172	GA00980112802
GA00883409132	
GA00883409442	GA00914526647
GA00883415582	
GA00883418522	
GA00883419022	GA00982523257
GA00883419782	
GA00883421132	
GA00883422902	
GA00883423232	GA00936540090
GA00883423402	GA00989222953
GA00883423712	
GA00883425952	
GA00883426142	GA00991032460
GA00883427912	
GA00883428862	GA00972407860
GA00883429982	
GA00883430522	
GA00883430972	GA00994317725
GA00883431502	
GA00883432282	GA00984062346
GA00883434072	
GA00883434382	GA00983434339
GA00883435702	
GA00883436172	GA00983397360
GA00883436822	GA00981388453
GA00883436962	
GA00883437322	
GA00883437462	
GA00883442792	
GA00883444132	
GA00883445902	GA00966525576
GA00883446542	
GA00883449592	
GA00883450752	
GA00883452712	GA00989100947
GA00883453042	GA00975883914
GA00883453212	
GA00883454332	
GA00883454502	
GA00883458702	GA00991407227
GA00883459342	GA00986055959
GA00883460502	GA00985331634
GA00883462092	GA00984669151
GA00883464532	GA00989066218
GA00883465202	
GA00883466462	
GA00883466632	GA00977506441
GA00883466942	
GA00883467272	
GA00883468422	GA00988836451
GA00883468902	GA00989690760
GA00883469232	
GA00883469992	
GA00883471202	
GA00883471822	
GA00883474392	
GA00883474422	GA00990536236
GA00883474902	
GA00883475712	
GA00883476352	
GA00883477332	
GA00883478932	GA00985566798
GA00883479262	GA00992842512
GA00883479432	
GA00883479602	GA00889034092
GA00883479742	
GA00883480902	
GA00883482492	
GA00883484452	
GA00883486692	
GA00883486722	GA00984928300
GA00883489152	
GA00883489462	GA00860871912
GA00883489942	
GA00883491092	GA00938531870
GA00883494792	GA00988340782
GA00883495152	
GA00883498852	GA00988143502
GA00883499182	GA00974490145
GA00883501772	GA00989025155
GA00883501942	
GA00883502612	
GA00883503252	GA00977208734
GA00883504852	
GA00883505972	GA00983506011
GA00883507142	GA00810094532
GA00883507282	
GA00883507312	
GA00883507592	
GA00883509242	
GA00883509862	
GA00883510062	GA00986313095
GA00883510992	GA00987004223
GA00883514572	
GA00883514742	
GA00883515552	
GA00883515862	GA00988908762
GA00883518632	GA00877563472
GA00883522192	
GA00883522702	GA00981403568
GA00883523822	
GA00883526082	
GA00883526422	
GA00883526732	GA00992714239
GA00883528182	
GA00883528522	
GA00883528662	GA00992513616
GA00883530632	
GA00883532872	
GA00883533402	
GA00883534832	
GA00883534972	
GA00883535502	GA00989208454
GA00883535782	
GA00883535952	
GA00883537882	
GA00883538412	
GA00883538692	
GA00883540042	GA00880405152
GA00883542002	GA00987368357
GA00883543602	
GA00883544412	GA00989070754
GA00883545362	
GA00883546482	
GA00883546792	
GA00883547632	
GA00883547772	GA00980386295
GA00883548922	GA00983386458
GA00883549252	
GA00883549732	
GA00883552512	
GA00883553012	GA00852751282
GA00883554442	GA00988188999
GA00883558502	
GA00883558642	GA00988975796
GA00883559762	
GA00883560922	
GA00883561872	GA00989173987
GA00883562062	
GA00883564502	
GA00883564812	GA00883369882
GA00883566572	
GA00883569652	GA00966758252
GA00883570162	
GA00883571762	GA00961690803
GA00883573102	GA00995127261
GA00883574362	
GA00883576322	
GA00883578082	
GA00883586042	GA00988950181
GA00883586352	
GA00883592042	
GA00883594312	
GA00883596242	GA00883596242
GA00883597842	
GA00883598202	
GA00883598342	GA00962340849
GA00883601432	GA00975930017
GA00883602242	
GA00883602382	
GA00883602412	GA00975850188
GA00883603192	
GA00883603362	GA00961095026
GA00883603672	
GA00883604172	
GA00883604202	GA00958208065
GA00883604342	
GA00883605322	
GA00883605802	GA00987269715
GA00883608372	GA00990700265
GA00883610512	
GA00883610792	
GA00883612892	
GA00883612922	GA00989008609
GA00883613902	GA00989116207
GA00883614372	
GA00883615972	
GA00883618122	
GA00883621492	
GA00883625102	
GA00883630912	GA00968800361
GA00883632842	GA00993357316
GA00883636392	
GA00883636422	
GA00883637992	
GA00883638972	
GA00883639162	
GA00883640632	GA00929878000
GA00883641132	GA00980458806
GA00883644182	GA00847600012
GA00883645332	
GA00883645502	
GA00883647092	
GA00883647262	
GA00883651332	
GA00883655052	GA00983618081
GA00883658752	
GA00883660692	
GA00883661222	
GA00883668502	
GA00883670612	GA00979438702
GA00883671392	GA00988606030
GA00883672992	
GA00883674472	
GA00883678672	
GA00883678842	GA00982067847
GA00883688732	GA00946907391
GA00883691822	GA00963867212
GA00883692012	
GA00883692462	
GA00883699572	
GA00883699882	
GA00883699912	
GA00883701992	
GA00883706862	
GA00883707982	
GA00883708172	
GA00883711882	GA00989220772
GA00883712242	GA00989184628
GA00883718372	
GA00883718682	
GA00883720822	GA00988838861
GA00883721772	
GA00883722922	
GA00883728122	
GA00883729072	
GA00883729382	GA00979445814
GA00883735072	GA00888918922
GA00883738942	GA00889099402
GA00883742192	
GA00883743202	
GA00883743512	GA00983392970
GA00883743792	
GA00883744802	
GA00883745272	
GA00883745612	
GA00883746902	GA00989062271
GA00883747062	GA00979185006
GA00883748182	
GA00883751582	
GA00883753542	
GA00883756452	GA00976761545
GA00883759672	
GA00883759702	GA00981359496
GA00883759982	
GA00883764242	
GA00883764412	
GA00883765842	
GA00883767012	GA00983767001
GA00883767462	GA00888899162
GA00883767632	
GA00883770382	GA00977258561
GA00883770722	GA00987059699
GA00883771222	
GA00883772652	GA00976252713
GA00883774442	
GA00883775392	GA00889182962
GA00883776232	
GA00883777212	
GA00883777662	
GA00883778642	GA00889255242
GA00883778782	GA00989221469
GA00883779282	GA00917160635
GA00883780272	GA00980332829
GA00883780752	
GA00883782852	GA00987747498
GA00883782992	
GA00883783042	
GA00883783492	GA00986924361
GA00883790472	GA00927650657
GA00883791002	GA00995357704
GA00883791932	GA00993310441
GA00883793722	
GA00883794532	
GA00883795822	
GA00883798082	
GA00883800362	
GA00883800982	
GA00883801032	GA00989024876
GA00883803752	
GA00883804112	
GA00883805712	
GA00883805852	
GA00883807502	
GA00883810732	
GA00883811372	
GA00883811402	
GA00883812182	GA00989245406
GA00883814282	
GA00883814622	
GA00883816722	
GA00883819152	
GA00883820592	
GA00883821262	GA00988977276
GA00883823672	
GA00883823982	
GA00883826302	
GA00883826612	GA00989204785
GA00883835972	GA00932251868
GA00883837142	
GA00883840712	
GA00883841662	
GA00883842162	
GA00883842812	
GA00883845072	
GA00883845692	GA00957906796
GA00883845722	
GA00883847032	
GA00883850432	
GA00883852222	GA00983848230
GA00883853202	
GA00883853512	
GA00883855892	GA00990808171
GA00883858212	
GA00883862732	
GA00883862902	
GA00883863372	GA00966148284
GA00883866312	
GA00883867092	
GA00883867572	
GA00883868072	GA00915795285
GA00883878752	GA00963815751
GA00883880722	
GA00883881702	
GA00883889762	GA00989124137
GA00883892062	
GA00883892542	GA00982574145
GA00883895142	GA00989223186
GA00883896912	
GA00883898222	
GA00883899962	
GA00883900642	GA00989821504
GA00883902432	GA00966731508
GA00883903412	GA00888300422
GA00883910842	
GA00883911342	
GA00883912462	GA00979924267
GA00883913132	
GA00883913272	
GA00883916042	GA00984661177
GA00883916182	GA00988966479
GA00883925092	GA00987767464
GA00883928822	GA00963402821
GA00883930142	
GA00883933702	GA00920986099
GA00883934512	
GA00883936302	
GA00883942272	
GA00883942582	GA00971050365
GA00883944712	
GA00883945212	
GA00883945522	
GA00883950062	
GA00883950232	
GA00883951522	
GA00883951972	
GA00883952022	
GA00883952162	
GA00883952642	
GA00883956842	
GA00883958292	
GA00883971752	GA00991324968
GA00883973062	GA00982017440
GA00883973372	GA00960821114
GA00883974832	GA00983658776
GA00883975162	
GA00883975332	
GA00883976282	
GA00883977602	
GA00883978722	
GA00883979362	
GA00883980042	
GA00883980492	GA00989252585
GA00883982282	GA00990224889
GA00883986822	
GA00883989252	GA00975883914
GA00883989732	GA00988942960
GA00883990722	
GA00883991672	
GA00883996402	GA00989319191
GA00883996852	
GA00883997522	
GA00884005892	
GA00884006902	
GA00884008182	
GA00884008212	GA00987348305
GA00884010012	
GA00884012392	GA00988858412
GA00884012732	
GA00884013232	GA00984013183
GA00884013712	GA00983192483
GA00884014182	GA00916327218
GA00884014352	
GA00884015332	GA00918226338
GA00884015502	GA00939226427
GA00884015642	
GA00884015952	GA00884012732
GA00884018382	
GA00884020042	
GA00884020352	GA00962392687
GA00884021332	
GA00884022312	GA00984022298
GA00884022452	
GA00884024242	GA00989089765
GA00884024382	
GA00884025702	
GA00884026172	
GA00884026962	
GA00884027322	
GA00884027802	
GA00884028132	
GA00884028302	GA00911336766
GA00884028582	
GA00884029562	
GA00884029872	
GA00884030102	
GA00884030862	GA00989077619
GA00884031222	GA00937899319
GA00884031362	
GA00884031842	GA00879639662
GA00884032342	
GA00884032512	GA00989268651
GA00884032652	
GA00884034582	
GA00884037042	
GA00884038502	GA00981698266
GA00884039312	GA00960628985
GA00884039452	GA00986398260
GA00884040272	
GA00884040442	
GA00884044162	GA00981006747
GA00884044642	GA00991500030
GA00884045142	
GA00884047102	
GA00884047552	
GA00884047692	
GA00884047722	GA00989223291
GA00884048842	GA00989197797
GA00884049172	
GA00884049342	
GA00884050332	
GA00884054052	GA00976837789
GA00884054222	
GA00884054702	
GA00884056772	
GA00884056802	
GA00884057272	
GA00884058082	
GA00884058872	
GA00884058902	
GA00884059542	
GA00884060672	GA00986351434
GA00884062322	
GA00884062802	
GA00884062942	GA00992946547
GA00884063132	
GA00884064902	
GA00884066352	
GA00884066662	
GA00884068452	GA00980540979
GA00884068622	
GA00884069122	
GA00884070422	GA00914807077
GA00884070902	GA00984048165
GA00884071232	GA00970954309
GA00884071712	GA00874485632
GA00884073642	GA00989213946
GA00884078172	GA00989244027
GA00884078202	GA00832170682
GA00884079942	GA00974459647
GA00884082862	GA00933083810
GA00884085942	GA00989258036
GA00884088992	GA00879973562
GA00884092922	GA00916447264
GA00884097312	
GA00884097932	
GA00884098262	GA00990833796
GA00884099382	
GA00884101522	GA00984172605
GA00884102642	
GA00884103002	
GA00884103452	GA00980132013
GA00884105102	GA00986023151
GA00884105692	GA00875871862
GA00884106192	
GA00884106222	
GA00884109442	
GA00884109612	GA00982156033
GA00884110432	
GA00884112192	
GA00884114942	GA00988866423
GA00884116732	GA00993508810
GA00884119022	
GA00884119162	GA00962964591
GA00884122902	
GA00884123682	
GA00884124662	
GA00884125502	
GA00884128072	
GA00884128412	
GA00884129192	GA00980784134
GA00884129362	
GA00884130182	
GA00884131472	
GA00884133122	
GA00884133572	GA00979944721
GA00884133602	
GA00884133742	GA00983044778
GA00884134412	
GA00884134692	
GA00884135222	GA00989244744
GA00884141982	GA00983897177
GA00884143462	
GA00884145732	
GA00884147182	
GA00884150752	GA00984559674
GA00884150892	
GA00884151082	GA00979765452
GA00884151252	
GA00884152682	
GA00884156262	
GA00884159172	GA00962363784
GA00884159202	
GA00884159342	
GA00884159822	GA00978612024
GA00884160472	
GA00884163552	GA00884173612
GA00884168872	
GA00884169232	
GA00884170842	
GA00884171962	GA00988960101
GA00884173612	
GA00884177782	
GA00884178142	
GA00884178452	GA00829221292
GA00884179122	GA00871506752
GA00884181852	
GA00884182042	
GA00884182832	
GA00884183812	
GA00884183952	
GA00884184932	
GA00884185882	
GA00884186102	
GA00884188342	GA00978633927
GA00884192552	GA00976726626
GA00884195012	GA00851152032
GA00884198852	
GA00884198992	
GA00884200512	
GA00884204232	
